#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#St, _2MASS, Rmag, Kmag, pmRA, pmDE, SpT1, mbol, DMph, DMkin, RV, vsini, SpT, EWHa, EWLi, Mm, u_Mm, n_Mm, f_Mm, Opt, Denis, _RA, _DE, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA_, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@string, string, float, float, float, float, string, float, float, float, float, float, string, float, float, string, string, string, string, float, float, ra, dec, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
St,_2MASS,Rmag,Kmag,pmRA,pmDE,SpT1,mbol,DMph,DMkin,RV,vsini,SpT,EWHa,EWLi,Mm,u_Mm,n_Mm,f_Mm,Opt,Denis,_RA,_DE,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA_,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag_,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag_,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
b'C',b'01253196-6646023',14.6999998092651,10.1099996566772,89.0999984741211,-28.3999996185303,b'M4.5',12.8599996566772,2.39000010490417,3.40000009536743,7.09999990463257,41.0999984741211,b'M4.2',-4.92000007629395,-38,b'Y',b'',b'RV',b'',4,1,21.38317,-66.76731,21.38317,-66.76731,52284854,21.38317,-66.767326,NaN,NaN,12.673,STAR,2mass,0.0576000000149057,20180610,,,117-001208,01253196-6646023,,J012532.13-664602.6,4704726314415621376,32402259,,tmgaia,NaN,NaN,,NaN,NaN,,297.711644,-50.013926,327.548578,-64.196697,17.182,0.285,15.936,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.946,0.024,10.421,0.028,10.109,0.023,AAA-222-111-000-0-0,30.1,9.926,0.023,9.724,0.02,9.583,0.038,9.318,NaN,13.8573,0.000842773,0.017,gaiaj,,3059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0183275,NaN,36,0.2061578,,,NaN
b'C',b'01275875-6032243',14.6000003814697,10.2200002670288,88.4000015258789,-30.7999992370605,b'M4.0',12.9099998474121,2.99000000953674,3.40000009536743,9.10000038146973,26.1000003814697,b'M4.2',-7.57999992370605,24.7999992370605,b'Y',b'',b'RV',b'',2,1,21.99479,-60.54008,21.99479,-60.54008,237910557,21.99481,-60.540093,87.0109,-26.6734,12.824,STAR,2mass,0.0586869127095537,20180610,,,148-001367,01275875-6032243,,J012758.89-603224.6,4716574995311070464,29751108,,tmgaia,3.34018,3.34017,hsoy,NaN,NaN,,294.901996,-56.014822,338.748657,-60.705997,17.282,NaN,16.128,0.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.079,0.023,10.493,0.025,10.222,0.023,AAA-222-111-000-0-0,37.8,10.053,0.022,9.863,0.02,9.722,0.04,8.66,NaN,14.0187,0.00091388,0.017,gaiaj,,3052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0188665,NaN,25,0.02786853,,,NaN
b'C',b'03104941-3616471',14.6000003814697,9.78999996185303,90.5,-28.7000007629395,b'M4.5',12.539999961853,2.0699999332428,3.20000004768372,13.8000001907349,16.3999996185303,b'M3.9',-9.72999954223633,34.0999984741211,b'Y',b'',b'RV',b'',2,0,47.70587,-36.27975,47.70587,-36.27975,165184400,47.705886,-36.27976,93.4387,-18.0431,12.335,STAR,2mass,0.0587543303017392,20180610,,,269-003057,03104941-3616471,,J031049.49-361647.2,5046815924054174848,,,tmgaia,4.14799,4.14803,hsoy,NaN,NaN,,238.962501,-59.162258,29.882461,-51.269251,16.763,0.163,15.785,0.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.629,0.023,10.059,0.025,9.787,0.023,AAA-222-111-000-0-0,46.2,9.599,0.023,9.396,0.02,9.243,0.028,8.965,0.38,13.5076,0.000709128,0.017,gaiaj,,3026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0187039,NaN,11,0.8799968,,,NaN
b'C',b'22244102-7724036',14.8999996185303,10.5299997329712,54.0999984741211,-67.1999969482422,b'M4.0',13.2299995422363,3.30999994277954,3.59999990463257,8.5,13.6000003814697,b'M4.2',-6.75,-18.7000007629395,b'Y',b'',b'RV',b'',2,2,336.17092,-77.401,336.17092,-77.401,317016534,336.170925,-77.401017,47.2918,-75.9838,13.161,STAR,2mass,0.0613258150462384,20180610,,,063-031497,22244102-7724036,,J222441.20-772404.4,6356939004130239616,,,tmgaia,3.3215,3.3215,hsoy,NaN,NaN,,312.31337,-36.918287,293.044591,-59.354283,17.667,0.163,16.626,0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.417,0.023,10.811,0.022,10.526,0.026,AAA-222-111-000-0-0,30.8,10.326,0.023,10.119,0.02,9.928,0.041,8.854,NaN,14.3552,0.00108551,0.017,gaiaj,,3073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.125261,NaN,28,0.00162852,,,NaN
b'C',b'03312105-5955006',9.39999961853027,7.6100001335144,50.5999984741211,6.09999990463257,b'K3.4',9.67000007629395,3.25999999046326,4.40000009536743,-4.40000009536743,4.19999980926514,b'K2.6',1.02999997138977,-2.70000004768372,b'N',b'',b'Li',b'',2,2,52.83771,-59.91683,52.83771,-59.91683,358247698,52.837715,-59.916847,49.39,7.98,9.137,STAR,2mass,0.061861519574295,20180610,,8499-01026-1,151-003232,03312105-5955006,,J033121.09-595500.5,4722862385051298688,27197689,,tmgaia,2,2,sblink,NaN,NaN,,274.504931,-47.426738,4.213165,-72.325037,11.224,0.076,10.081,0.008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.267,0.026,7.744,0.065,7.614,0.027,AAA-111-111-000-0-0,24.4,7.499,0.033,7.648,0.02,7.561,0.018,7.395,0.096,9.77936,0.000345996,0.018,gaiaj,,4789.3,55,0.12,NaN,-0.56,0.08,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.0363965,NaN,0,NaN,,,NaN
b'C',b'22432875-5515068',14,9.72999954223633,81.3000030517578,-103,b'M4.2',12.460000038147,2.3199999332428,2.90000009536743,-18.3999996185303,4.5,b'M2.9',0.200000002980232,17.1000003814697,b'N',b'',b'H{alpha}',b'',2,1,340.86979,-55.25189,340.86979,-55.25189,370284382,340.869802,-55.251874,76.8542,-101.931,12.254,STAR,2mass,0.0626421348967076,20180610,,,174-209309,22432875-5515068,,J224328.85-551507.8,6505869297222397056,,,tmgaia,5.55656,5.55656,hsoy,NaN,NaN,,333.518579,-53.600687,317.225005,-42.809531,17.272,0.162,15.328,0.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.614,0.024,10.009,0.024,9.731,0.023,AAA-222-111-000-0-0,16.9,9.589,0.022,9.433,0.019,9.322,0.037,8.951,0.429,13.3883,0.00066904,0.017,gaiaj,,3134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0183347,NaN,17,2.09487,,,NaN
b'C',b'23124644-5049240',12.8000001907349,8.30000019073486,77.5999984741211,-75.6999969482422,b'M4.4',11.0200004577637,0.660000026226044,3.29999995231628,4.09999990463257,99.3000030517578,b'M3.9',-8.8100004196167,27.2000007629395,b'Y',b'',b'RV',b'',2,0,348.1935,-50.82333,348.1935,-50.82333,197958884,348.193527,-50.823334,NaN,NaN,10.849,STAR,2mass,0.0630684989157228,20180610,,,196-197993,23124644-5049240,,J231246.54-504924.9,,25158369,,2mass,NaN,NaN,,NaN,NaN,,334.554276,-59.814067,325.37652,-41.286143,15.087,0.026,13.888,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.117,0.022,8.527,0.046,8.296,0.026,AAA-212-111-000-0-0,29.1,8.091,0.023,7.897,0.02,7.768,0.02,7.736,0.146,NaN,NaN,0.036,vjk,,3128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.00867144,NaN,20,0.05042446,,,NaN
b'C',b'02201988-6855014',15,10.6599998474121,63.7999992370605,6.80000019073486,b'M3.5',13.3599996566772,3.84999990463257,4.09999990463257,-15.5,4.09999990463257,b'M3.0',0.189999997615814,8.69999980926514,b'N',b'',b'H{alpha}',b'',3,2,35.08283,-68.91706,35.08283,-68.91706,234306744,35.082851,-68.917076,NaN,NaN,13.211,STAR,2mass,0.0636970505206532,20180610,,,106-001961,02201988-6855014,,J022020.03-685501.3,4693808713707005184,32005629,,tmgaia,NaN,NaN,,NaN,NaN,,291.594552,-46.205314,328.348635,-69.769285,17.343,0.166,16.303,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.552,0.024,10.956,0.027,10.66,0.022,AAA-222-111-000-0-0,26.2,10.508,0.023,10.341,0.02,10.145,0.043,8.913,NaN,14.3561,0.00108601,0.017,gaiaj,,3132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.032963,NaN,17,0.01307121,,,NaN
b'C',b'22025453-6440441',11.6999998092651,8.15999984741211,51.5999984741211,-95.3000030517578,b'M2.1',10.7600002288818,2.25999999046326,3.29999995231628,2.20000004768372,44.9000015258789,b'M1.8',-3.09999990463257,-15.1999998092651,b'Y',b'',b'RV',b'',2,0,330.72721,-64.67892,330.72721,-64.67892,403237836,330.727218,-64.678902,42.6298,-100.396,10.478,STAR,2mass,0.065960295237223,20180610,,,127-176737,22025453-6440441,,J220254.58-644045.1,6399481445471497216,31758922,,tmgaia,5.18216,5.18216,hsoy,NaN,NaN,,326.431943,-43.983954,304.080644,-48.257892,14.134,0.036,12.852,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.055,0.027,8.411,0.042,8.157,0.033,AAA-111-111-000-0-0,33.7,8.092,0.023,7.966,0.02,7.871,0.02,7.908,0.202,11.4843,0.000345996,0.018,gaiaj,,3449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0351,NaN,28,0.002179338,,,NaN
b'C',b'21163528-6005124',13.5,9.3100004196167,32,-98.0999984741211,b'M3.9',12,2.16000008583069,3.40000009536743,0.300000011920929,14.1999998092651,b'M3.5',-5.19999980926514,9.89999961853027,b'Y',b'',b'RV',b'',2,0,319.147,-60.08678,319.147,-60.08678,410421717,319.147036,-60.086784,NaN,NaN,11.813,STAR,2mass,0.0662147085503877,20180610,,,150-221996,21163528-6005124,,J211635.35-600513.5,6453115038559103744,31739332,,tmgaia,NaN,NaN,,NaN,NaN,,335.191647,-41.140795,300.355576,-41.720783,16.001,0.043,14.674,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.191,0.023,9.564,0.023,9.315,0.021,AAA-222-111-000-0-0,43.9,9.159,0.023,8.984,0.02,8.818,0.026,8.373,0.248,12.937,0.000538339,0.017,gaiaj,,3226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0444755,NaN,19,0.001526962,,,NaN
b'C',b'02125819-5851182',12,8.4399995803833,88.4000015258789,-16.1000003814697,b'M3.5',11.1099996566772,1.61000001430511,3.40000009536743,9.10000038146973,12.1000003814697,b'M1.9',-5.42999982833862,28.8999996185303,b'Y',b'',b'RV',b'',3,1,33.24246,-58.85506,33.24246,-58.85506,201753428,33.242495,-58.855065,88.1111,-13.9069,10.731,STAR,2mass,0.0676080017751233,20180610,,,156-001978,02125819-5851182,,J021258.30-585118.3,4714952562825008000,27169855,,tmgaia,1.31816,1.31816,hsoy,NaN,NaN,,284.503917,-55.259673,349.481688,-63.8986,14.403,0.026,13.03,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.325,0.024,8.652,0.055,8.44,0.023,AAA-212-111-000-0-0,48.3,8.314,0.022,8.206,0.02,8.097,0.018,8.025,0.146,11.7262,0.000345996,0.018,gaiaj,,3478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0234483,NaN,21,0.007369999,,,NaN
b'C',b'00493566-6347416',12.1000003814697,8.43000030517578,86.9000015258789,-45.2000007629395,b'M1.8',10.9799995422363,2.63000011444092,3.29999995231628,8.10000038146973,5.5,b'M1.7',-3.38000011444092,-24.3999996185303,b'Y',b'',b'RV',b'',2,1,12.39858,-63.79489,12.39858,-63.79489,234506911,12.398616,-63.7949,94.1051,-40.6984,10.708,STAR,2mass,0.0676107821500952,20180610,,,132-000736,00493566-6347416,,J004935.81-634742.1,4709760359680968832,29738849,,tmgaia,5.11337,5.11337,hsoy,NaN,NaN,,303.272708,-53.33213,327.961271,-59.417459,14.401,0.028,12.983,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.281,0.029,8.66,0.04,8.427,0.027,AAA-111-111-000-0-0,31.6,8.33,0.023,8.233,0.02,8.141,0.019,8.004,0.181,11.7168,0.000345996,0.019,gaiaj,,3491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.023068,NaN,18,0.0006637754,,,NaN
b'C',b'00152752-6414545',11.8000001907349,8.4399995803833,80.1999969482422,-49.9000015258789,b'M1.5',11,2.79999995231628,3.5,6.69999980926514,6.5,b'M1.8',-3.22000002861023,48.5,b'Y',b'',b'RV',b'',2,2,3.86467,-64.24847,3.86467,-64.24847,355766445,3.864656,-64.248488,79.3534,-58.3135,10.745,STAR,2mass,0.0683997761777637,20180610,,,129-000231,00152752-6414545,,J001527.64-641455.3,4900372657545000192,29728705,,tmgaia,5.26439,5.26439,hsoy,NaN,NaN,,309.328341,-52.430629,322.601288,-56.930796,14.385,0.023,12.913,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.325,0.025,8.687,0.021,8.443,0.021,AAA-222-111-000-0-0,17.3,8.348,0.023,8.251,0.02,8.114,0.021,7.924,0.166,11.7493,0.000345996,0.018,gaiaj,,3517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0148592,NaN,26,0.0234141,,,NaN
b'C',b'02234926-4238512',9.69999980926514,7.71000003814697,56.2999992370605,-24.2000007629395,b'K4.3',9.84000015258789,3.25,4.30000019073486,-17.8999996185303,4,b'K1.0',1.0900000333786,-9.19999980926514,b'N',b'',b'Li',b'',2,0,35.95525,-42.64756,35.95525,-42.64756,311402762,35.955272,-42.64757,55.4349,-25.065,9.241,STAR,2mass,0.0684804429403987,20180610,,7557-00016-1,237-002278,02234926-4238512,,J022349.31-423851.3,4949968740855851008,19723608,,tmgaia,0.63803,0.890361,tgas,2.15148,0.246799,tgas,258.513427,-65.654044,12.017515,-52.501646,11.397,0.079,10.306,0.007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.372,0.024,7.812,0.027,7.712,0.029,AAA-111-111-000-0-0,59.8,7.594,0.031,7.715,0.02,7.619,0.017,7.621,0.126,9.88156,0.000345996,0.018,gaiaj,tplx,4509,168,2.47895,0.515403,NaN,NaN,8.13654,2.04942,0.708655,0.0844466,1.76131,0.585067,GIANT,0.2029618,0.0449461,464.7965,47.8307,0.0160173,NaN,0,NaN,,,NaN
b'C',b'01380311-5904042',13.1000003814697,9,100.900001525879,-27.3999996185303,b'M3.2',11.6700000762939,2.41000008583069,3.09999990463257,10.1000003814697,8.60000038146973,b'M3.1',-13.3000001907349,-35.0999984741211,b'Y',b'',b'RV',b'',3,2,24.51296,-59.06783,24.51296,-59.06783,230981685,24.512994,-59.067838,97.1557,-26.2958,11.509,STAR,2mass,0.0691947514105962,20180610,,,155-001458,01380311-5904042,,J013803.24-590404.4,4717131657432475264,27159282,,tmgaia,4.51786,4.51786,hsoy,NaN,NaN,,291.925948,-57.053257,342.715137,-60.671723,15.749,0.072,14.486,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.89,0.026,9.253,0.023,8.997,0.019,AAA-222-111-000-0-0,26.3,8.879,0.023,8.718,0.02,8.567,0.023,8.542,0.256,12.6319,0.000465665,0.018,gaiaj,,3166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0191249,NaN,20,0.05129552,,,NaN
b'C',b'04074372-6825111',13.6999998092651,9.52000045776367,57.7999992370605,22,b'M2.6',12.1700000762939,3.33999991416931,3.90000009536743,17.3999996185303,15.8999996185303,b'M3.2',-5.40000009536743,-29.7000007629395,b'Y',b'',b'RV',b'',2,2,61.93217,-68.41975,61.93217,-68.41975,25118964,61.932211,-68.419762,61.4473,22.4195,11.994,STAR,2mass,0.0693787566064459,20180610,,,108-003816,04074372-6825111,,J040743.84-682510.9,4668269704292238720,32422780,,tmgaia,3.52058,3.52059,hsoy,NaN,NaN,,281.766598,-39.67724,337.37422,-79.193831,16.111,NaN,14.659,0.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.407,0.021,9.783,0.02,9.521,0.02,AAA-222-111-000-0-0,15.8,9.433,0.023,9.256,0.019,9.14,0.026,9.132,0.344,13.0989,0.000581739,0.017,gaiaj,,3327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0759623,NaN,22,0.01581753,,,NaN
b'K',b'02414683-5259523',9.60000038146973,6.76000022888184,98.5,-14,b'K7.7',9.10000038146973,1.72000002861023,3.09999990463257,11.8999996185303,41.7000007629395,b'K5.3',-2.00999999046326,185.199996948242,b'Y',b'',b'Li',b'',2,1,40.44512,-52.99786,40.44512,-52.99786,166852312,40.445151,-52.997865,97.7544,-15.4375,8.755,STAR,2mass,0.0695360025369541,20180610,,8491-00656-1,186-002392,02414683-5259523,,J024146.94-525952.4,4742040406165460864,24703030,,tmgaia,0.409243,0.746651,tgas,23.0714,0.346515,tgas,272.131944,-57.023937,5.058298,-62.625083,11.491,0.08,10.324,0.008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.582,0.023,6.934,0.034,6.763,0.026,AAA-111-111-000-0-0,22.1,6.654,0.078,6.618,0.023,6.596,0.016,6.446,0.052,9.6037,0.000345996,0.018,gaiaj,splin,3991,170,NaN,NaN,NaN,NaN,0.640783,0.0665811,0.6229783,0.0759572,2.36777,0.738076,GIANT,0.09385205,0.01950356,43.34372,0.641358,0.0403969,NaN,0,NaN,,,NaN
b'C',b'04082685-7844471',11.6000003814697,8.39999961853027,55.7000007629395,42.7999992370605,b'M0.3',10.8500003814697,3.14000010490417,3.79999995231628,16.7999992370605,8.19999980926514,b'K7.2',-1.58000004291534,7.5,b'N',b'?',b'RV',b'',2,3,62.11187,-78.74642,62.11187,-78.74642,302965929,62.111892,-78.746439,59.1923,49.1324,10.462,STAR,2mass,0.070124516024685,20180610,,,057-002642,04082685-7844471,,J040827.03-784446.6,4625883599760005760,34597417,,tmgaia,4.10443,4.10443,hsoy,NaN,NaN,,292.647429,-34.09619,291.487833,-75.570075,13.583,0.034,12.183,0.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.284,0.023,8.586,0.018,8.403,0.023,AAA-212-111-000-0-0,34.2,8.286,0.023,8.262,0.02,8.142,0.02,8,0.139,11.3135,0.000345996,0.018,gaiaj,,3789,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.100334,NaN,0,NaN,,,NaN
b'C',b'21200112-5328347',12.3000001907349,8.25,52.7999992370605,-99.4000015258789,b'M0.0',10.6999998092651,3.09999990463257,3.20000004768372,-50.2000007629395,5.09999990463257,b'K4.8',1.13999998569489,-59.0999984741211,b'N',b'',b'H{alpha}',b'',2,0,320.00467,-53.47631,320.00467,-53.47631,79394633,320.004686,-53.476327,9.52524,-5.50544,10.37,STAR,2mass,0.0701471451585964,20180610,,,183-222502,21200112-5328347,,J212001.12-532834.6,6463748690389073920,25486524,,tmgaia,3.07529,3.07529,hsoy,NaN,NaN,,343.642683,-43.33592,304.211539,-35.812925,13.283,0.015,11.916,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.208,0.024,8.426,0.029,8.249,0.021,AAA-212-111-000-0-0,68.4,8.142,0.023,8.294,0.021,8.141,0.021,7.586,0.128,11.2101,0.000345996,0.018,gaiaj,,3840,164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.0252738,NaN,0,NaN,,,NaN
b'C',b'02294869-6906044',16,11.0600004196167,91.5,-5.40000009536743,b'M4.6',13.8400001525879,3.26999998092651,3.29999995231628,13,14.8000001907349,b'M4.6',-11.6400003433228,566,b'Y',b'',b'Li',b'',1,2,37.45287,-69.10122,37.45287,-69.10122,234338669,37.452908,-69.101234,NaN,NaN,13.827,STAR,2mass,0.0701534353965399,20180610,,,,02294869-6906044,,J022948.88-690604.4,,,,2mass,NaN,NaN,,NaN,NaN,,290.678123,-45.615356,328.639807,-70.632354,18.572,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.932,0.023,11.373,0.022,11.059,0.025,AAA-222-111-000-0-0,22.5,10.877,0.023,10.658,0.02,10.364,0.051,8.924,NaN,NaN,NaN,0.162,bpjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0480039,NaN,0,NaN,,,NaN
b'C',b'01372781-4558261',15.1000003814697,10.1899995803833,116,-37.0999984741211,b'M5.4',13.0600004196167,1.62999999523163,2.90000009536743,13.5,8.5,b'M5.0',-6.6100001335144,249.399993896484,b'Y',b'',b'Li',b'',2,1,24.36587,-45.97392,24.36587,-45.97392,100100909,24.365881,-45.973938,NaN,NaN,13.219,STAR,2mass,0.0704021954886514,20180610,,,221-001543,01372781-4558261,,J013727.93-455826.6,4931155031752889088,,,tmgaia,NaN,NaN,,NaN,NaN,,280.106596,-69.060939,357.924186,-50.691289,18.433,0.162,16.901,1.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.106,0.024,10.537,0.024,10.189,0.019,AAA-222-111-000-0-0,27.7,9.991,0.023,9.764,0.02,9.52,0.037,9.167,0.539,14.6075,0.00123924,0.017,gaiaj,,2848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0166971,NaN,31,0.001076417,,,NaN
b'C',b'20421624-5552074',13,9.17000007629395,25.3999996185303,-85.3000030517578,b'M3.1',11.8299999237061,2.66000008583069,3.70000004768372,-9.69999980926514,4.40000009536743,b'M2.3',-3.41000008583069,-12.6999998092651,b'N',b'?',b'RV',b'',2,1,310.56767,-55.86872,310.56767,-55.86872,360914079,310.567704,-55.868715,12.448,-78.8335,11.616,STAR,2mass,0.0709972152458356,20180610,,,171-207000,20421624-5552074,,J204216.26-555208.3,6469758105550124032,29638420,,tmgaia,3.85808,3.85808,hsoy,NaN,NaN,,341.736516,-37.562859,296.866209,-36.150375,15.722,0.034,14.454,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.045,0.023,9.457,0.023,9.174,0.022,AAA-222-111-000-0-0,13.5,9.024,0.023,8.875,0.02,8.752,0.031,8.435,0.291,12.7103,0.00048328,0.017,gaiaj,,3238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0497192,NaN,45,0.004742958,,,NaN
b'C',b'23474694-6517249',11.6000003814697,8.17000007629395,80.6999969482422,-66.4000015258789,b'M1.5',10.7399997711182,2.53999996185303,3.29999995231628,6.09999990463257,5.30000019073486,b'M1.0',-2.35999989509583,0.600000023841858,b'Y',b'',b'RV',b'',2,1,356.94558,-65.29025,356.94558,-65.29025,234290432,356.945618,-65.290262,81.4421,-57.9362,10.406,STAR,2mass,0.0716687127703498,20180610,,,124-178085,23474694-6517249,,J234747.08-651725.4,6485480365913080448,31798405,,tmgaia,4.40374,4.40374,hsoy,NaN,NaN,,313.320733,-50.534597,317.553067,-55.549456,13.935,0.03,12.542,0.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.099,0.024,8.39,0.027,8.166,0.029,AAA-211-111-000-0-0,57.7,8.09,0.022,8.021,0.02,7.908,0.019,7.961,0.181,11.34,0.000345996,0.018,gaiaj,,3559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0178331,NaN,11,0.0001861016,,,NaN
