Name,SpT,__3.6_,__4.5_,__5.8_,__8.0_,__24_,W1mag,W2mag,W3mag,W4mag,E4.5,E8.0,E24,EW2,EW3,EW4,WISE,_2M,Simbad,_RA,_DE,RA,DEC
b'2MASS J16142312-2219338',b'M5.75',,,,,,10.319999694824219,9.819999694824219,8.100000381469727,6.389999866485596,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',243.59633,-22.32606,243.59633,-22.32606
b'2MASS J16142478-1733329',b'M7',,,,,,13.59000015258789,13.270000457763672,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',243.60325,-17.55914,243.60325,-17.55914
b'2MASS J16142888-2106274',b'B9V',,,,,6.449999809265137,6.309999942779541,6.389999866485596,6.429999828338623,6.420000076293945,b'',b'',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',243.62033,-21.10761,243.62033,-21.10761
b'2MASS J16142893-1857224',b'M2.5',9.199999809265137,9.140000343322754,9.079999923706055,9.0600004196167,8.199999809265137,9.289999961853027,9.130000114440918,8.859999656677246,8.039999961853027,b'N',b'N',b'Y',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.62054,-18.95622,243.62054,-18.95622
b'2MASS J16143287-2242133',b'M6.5',,,,,,12.880000114440918,12.34000015258789,11.399999618530273,,b'',b'',b'',b'Y',b'Y',b'',b'WISE',b'2M',b'Simbad',243.63696,-22.70369,243.63696,-22.70369
b'2MASS J16143367-1900133',b'M3',,6.980000019073486,,6.010000228881836,3.0399999618530273,7.699999809265137,7.139999866485596,5.0,3.009999990463257,b'Y',b'Y',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',243.64029,-19.00369,243.64029,-19.00369
b'2MASS J16143751-1858240',b'M3',11.5600004196167,11.479999542236328,11.399999618530273,11.399999618530273,,11.670000076293945,11.479999542236328,,,b'N',b'N',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',243.65629,-18.97333,243.65629,-18.97333
b'2MASS J16143846-2321372',b'M4.5',,,,,,10.350000381469727,10.229999542236328,10.220000267028809,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.66025,-23.36033,243.66025,-23.36033
b'2MASS J16144016-2014030',b'F8V',,6.989999771118164,,7.03000020980835,6.980000019073486,6.989999771118164,7.0,7.019999980926514,7.150000095367432,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',243.66733,-20.23417,243.66733,-20.23417
b'2MASS J16144120-2227052',b'M4.5',,,,,,10.649999618530273,10.489999771118164,10.359999656677246,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.67167,-22.45144,243.67167,-22.45144
b'2MASS J16144169-2351058',b'M9.25',14.029999732971191,13.930000305175781,,,,14.34000015258789,13.920000076293945,,,b'N',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',243.67371,-23.85161,243.67371,-23.85161
b'2MASS J16145258-2017133',b'M8.25',,,,,,13.800000190734863,13.470000267028809,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',243.71908,-20.28703,243.71908,-20.28703
b'2MASS J16145343-2528371',b'B8V',,,,,5.96999979019165,5.829999923706055,,5.900000095367432,,b'',b'',b'N',b'',b'N',b'',b'WISE',b'2M',b'Simbad',243.72262,-25.47697,243.72262,-25.47697
b'2MASS J16145392-2504305',b'M4.25',,,,,,11.069999694824219,10.859999656677246,10.670000076293945,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.72467,-25.07514,243.72467,-25.07514
b'2MASS J16145750-2328427',b'M4',,,,,,10.710000038146973,10.5600004196167,10.59000015258789,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.73958,-23.47853,243.73958,-23.47853
b'2MASS J16145918-2750230',b'G8',8.579999923706055,8.630000114440918,,8.619999885559082,7.980000019073486,8.579999923706055,8.640000343322754,8.520000457763672,,b'N',b'N',b'Y',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.74658,-27.83972,243.74658,-27.83972
b'2MASS J16145928-2459308',b'M4.25',,,,,,10.75,10.390000343322754,8.34000015258789,6.079999923706055,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',243.747,-24.99189,243.747,-24.99189
b'2MASS J16150524-2459351',b'M5.25',,,,,,11.09000015258789,10.59000015258789,9.15999984741211,6.900000095367432,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',243.77183,-24.99308,243.77183,-24.99308
b'2MASS J16150702-2535528',b'M5.5',,,,,,12.710000038146973,12.460000038146973,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',243.77925,-25.598,243.77925,-25.598
b'2MASS J16150856-1851009',b'M0',9.270000457763672,9.260000228881836,9.180000305175781,9.140000343322754,8.65999984741211,9.300000190734863,9.239999771118164,9.0600004196167,,b'N',b'N',b'N?',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.78567,-18.85025,243.78567,-18.85025
b'2MASS J16150891-2345048',b'M4.5',,10.979999542236328,,10.949999809265137,,11.170000076293945,10.970000267028809,,,b'N',b'N',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',243.78712,-23.75133,243.78712,-23.75133
b'2MASS J16150927-2345348',b'F3V',,7.96999979019165,,7.960000038146973,7.21999979019165,7.949999809265137,7.960000038146973,7.929999828338623,7.5,b'N',b'N',b'Y',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',243.78862,-23.75967,243.78862,-23.75967
b'2MASS J16151045-2207099',b'F6V',,8.430000305175781,,8.4399995803833,8.449999809265137,8.420000076293945,8.420000076293945,8.380000114440918,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.79354,-22.11942,243.79354,-22.11942
b'2MASS J16151116-2420153',b'M6',12.800000190734863,12.710000038146973,12.600000381469727,12.640000343322754,,13.010000228881836,12.75,,,b'N',b'N',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',243.7965,-24.33758,243.7965,-24.33758
b'2MASS J16151239-2420091',b'M4',11.710000038146973,11.619999885559082,11.600000381469727,11.270000457763672,7.110000133514404,11.90999984741211,11.670000076293945,10.069999694824219,7.489999771118164,b'N',b'Y',b'Y',b'N',b'Y',b'Y',b'WISE',b'2M',b'Simbad',243.80162,-24.33586,243.80162,-24.33586
b'2MASS J16151361-2304261',b'M6.5',,,,,,13.470000267028809,12.819999694824219,11.40999984741211,,b'',b'',b'',b'Y',b'Y',b'',b'WISE',b'2M',b'Simbad',243.80671,-23.07392,243.80671,-23.07392
b'2MASS J16151602-2345103',b'M5',,10.880000114440918,,10.84000015258789,,11.119999885559082,10.880000114440918,10.520000457763672,,b'N',b'N',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.81675,-23.75286,243.81675,-23.75286
b'2MASS J16151667-2340462',b'M9',,,,,,14.0600004196167,13.680000305175781,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',243.81946,-23.6795,243.81946,-23.6795
b'2MASS J16152009-2333545',b'M5.75',,,,,,,,,,b'',b'',b'',b'',b'',b'',b'WISE',b'2M',b'Simbad',243.83371,-23.56514,243.83371,-23.56514
b'2MASS J16152024-2333588',b'M4',,,,,,10.460000038146973,10.279999732971191,10.130000114440918,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.83433,-23.56633,243.83433,-23.56633
b'2MASS J16152743-2239275',b'M4',,,,,,10.380000114440918,10.220000267028809,10.149999618530273,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.86429,-22.65764,243.86429,-22.65764
b'2MASS J16152819-2315439',b'M5.5',,,,,,12.079999923706055,11.899999618530273,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',243.86746,-23.26219,243.86746,-23.26219
b'2MASS J16153456-2242421',b'M0',,,,,,7.489999771118164,7.159999847412109,5.110000133514404,2.9600000381469727,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',243.894,-22.71169,243.894,-22.71169
b'2MASS J16153587-2529008',b'K5',,,,,,8.630000114440918,8.609999656677246,8.359999656677246,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.89946,-25.48356,243.89946,-25.48356
b'2MASS J16153648-2315175',b'M5.75',,,,,,12.850000381469727,12.609999656677246,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',243.902,-23.25486,243.902,-23.25486
b'2MASS J16153844-2341558',b'M5',,,,,,11.149999618530273,10.9399995803833,10.949999809265137,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.91017,-23.69883,243.91017,-23.69883
b'2MASS J16153866-2240371',b'M5.75',,,,,,11.569999694824219,11.319999694824219,11.489999771118164,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',243.91108,-22.67697,243.91108,-22.67697
b'2MASS J16153913-1917005',b'M4.75',,,,,,10.149999618530273,9.890000343322754,9.569999694824219,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.91304,-19.28347,243.91304,-19.28347
b'2MASS J16154205-2235239',b'M4.5',,,,,,10.420000076293945,10.289999961853027,10.229999542236328,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.92521,-22.58997,243.92521,-22.58997
b'2MASS J16154416-1921171',b'K5',,,,,,6.840000152587891,6.070000171661377,3.619999885559082,1.4700000286102295,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',243.934,-19.35475,243.934,-19.35475
b'2MASS J16155327-2424380',b'M2.5',,,,,,10.239999771118164,10.140000343322754,10.0600004196167,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.97196,-24.41056,243.97196,-24.41056
b'2MASS J16155487-2315146',b'M4.5',,,,,,10.15999984741211,9.970000267028809,9.899999618530273,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.97862,-23.25406,243.97862,-23.25406
b'2MASS J16155507-2444365',b'M6',11.859999656677246,11.75,11.729999542236328,11.670000076293945,,12.020000457763672,11.720000267028809,,,b'N',b'N',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',243.97946,-24.74347,243.97946,-24.74347
b'2MASS J16155926-2329363',b'M5',,,,,,11.170000076293945,10.979999542236328,10.930000305175781,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.99692,-23.49342,243.99692,-23.49342
b'2MASS J16160292-2430548',b'M0.5',,,,,,8.859999656677246,8.789999961853027,8.65999984741211,8.609999656677246,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.01217,-24.51522,244.01217,-24.51522
b'2MASS J16161172-2327050',b'M4.5',,,,,10.300000190734863,10.850000381469727,10.680000305175781,10.539999961853027,,b'',b'',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.04883,-23.45139,244.04883,-23.45139
b'2MASS J16161183-2316268',b'M5',,,,,,11.680000305175781,11.460000038146973,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.04929,-23.27411,244.04929,-23.27411
b'2MASS J16161293-2430541',b'M3.5',,,,,,9.8100004196167,9.649999618530273,9.65999984741211,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.05387,-24.51503,244.05387,-24.51503
b'2MASS J16161329-2443572',b'M2.5',,,,,,9.550000190734863,9.420000076293945,9.430000305175781,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.05537,-24.73256,244.05537,-24.73256
b'2MASS J16161795-2339476',b'G8',8.010000228881836,8.050000190734863,,8.050000190734863,7.809999942779541,8.029999732971191,8.050000190734863,7.96999979019165,7.820000171661377,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',244.07479,-23.66322,244.07479,-23.66322
b'2MASS J16161948-2405301',b'M4.75',,,,,,11.720000267028809,11.479999542236328,11.15999984741211,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.08117,-24.09169,244.08117,-24.09169
b'2MASS J16162012-2344141',b'M5',,,,,,9.989999771118164,9.770000457763672,9.680000305175781,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.08383,-23.73725,244.08383,-23.73725
b'2MASS J16162191-2809504',b'A1',,7.880000114440918,,7.920000076293945,7.869999885559082,7.869999885559082,7.889999866485596,7.920000076293945,7.559999942779541,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',244.09129,-28.164,244.09129,-28.164
b'2MASS J16162399-2408301',b'M5',,,,,,11.800000190734863,11.640000343322754,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.09996,-24.14169,244.09996,-24.14169
b'2MASS J16162518-2459194',b'B8V',,6.96999979019165,,7.050000190734863,7.03000020980835,6.980000019073486,6.96999979019165,7.010000228881836,6.869999885559082,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',244.10492,-24.98872,244.10492,-24.98872
b'2MASS J16162531-2412057',b'M5',,,,,,11.960000038146973,11.460000038146973,10.0600004196167,7.260000228881836,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',244.10546,-24.20158,244.10546,-24.20158
b'2MASS J16162598-2112227',b'M5',,,,,,13.039999961853027,12.739999771118164,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.10825,-21.20631,244.10825,-21.20631
b'2MASS J16163068-2512201',b'M5',,,,,,11.729999542236328,11.489999771118164,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.12783,-25.20558,244.12783,-25.20558
b'2MASS J16163226-2205201',b'M5.25',,,,,11.569999694824219,12.369999885559082,12.010000228881836,11.069999694824219,,b'',b'',b'',b'Y',b'Y',b'',b'WISE',b'2M',b'Simbad',244.13442,-22.08892,244.13442,-22.08892
b'2MASS J16163343-2327210',b'M5',,,,,,11.15999984741211,10.899999618530273,10.710000038146973,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.13929,-23.45583,244.13929,-23.45583
b'2MASS J16163345-2521505',b'M0.5',,,,,,9.850000381469727,9.569999694824219,7.210000038146973,4.710000038146973,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',244.13937,-25.36403,244.13937,-25.36403
b'2MASS J16163503-2057551',b'M5.5',,,,,,11.0600004196167,10.8100004196167,10.640000343322754,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.14596,-20.96531,244.14596,-20.96531
b'2MASS J16164163-2315389',b'M4.5',,,,,,10.869999885559082,10.680000305175781,10.670000076293945,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.17346,-23.26081,244.17346,-23.26081
b'2MASS J16164539-2333413',b'M5.5',,,,,,12.619999885559082,12.329999923706055,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.18912,-23.56147,244.18912,-23.56147
b'2MASS J16165062-2551466',b'B9V',,7.03000020980835,,7.099999904632568,7.070000171661377,6.989999771118164,7.010000228881836,7.03000020980835,7.010000228881836,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',244.21092,-25.86294,244.21092,-25.86294
b'2MASS J16165158-2048537',b'M4',,,,,,10.949999809265137,10.75,10.680000305175781,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.21492,-20.81492,244.21492,-20.81492
b'2MASS J16165430-2459590',b'M4.5',,,,,,10.609999656677246,10.460000038146973,10.279999732971191,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.22625,-24.99972,244.22625,-24.99972
b'2MASS J16165876-2118147',b'B9V',,6.510000228881836,,6.579999923706055,6.5,6.5,6.510000228881836,6.539999961853027,6.460000038146973,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',244.24483,-21.30408,244.24483,-21.30408
b'2MASS J16171901-2137129',b'M5.5',,,,,,12.34000015258789,12.020000457763672,9.489999771118164,7.420000076293945,b'',b'',b'',b'N',b'Y',b'Y',b'WISE',b'2M',b'Simbad',244.32921,-21.62025,244.32921,-21.62025
b'2MASS J16172505-2350380',b'M5',,,,,,12.399999618530273,12.100000381469727,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.35437,-23.84389,244.35437,-23.84389
b'2MASS J16173103-2050469',b'M7',,,,,,11.75,11.479999542236328,11.619999885559082,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.37929,-20.84636,244.37929,-20.84636
b'2MASS J16173138-2303360',b'G1V',7.809999942779541,7.840000152587891,,7.869999885559082,7.75,7.860000133514404,7.889999866485596,7.829999923706055,7.840000152587891,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',244.38075,-23.06,244.38075,-23.06
b'2MASS J16173236-2040362',b'M6',,,,,,12.970000267028809,12.649999618530273,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.38483,-20.67672,244.38483,-20.67672
b'2MASS J16173786-2119159',b'M4',,,,,,11.09000015258789,10.850000381469727,10.789999961853027,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.40775,-21.32108,244.40775,-21.32108
b'2MASS J16174366-2111552',b'M4',,,,,,13.210000038146973,13.029999732971191,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.43192,-21.19867,244.43192,-21.19867
b'2MASS J16174539-2353360',b'M6',12.449999809265137,12.350000381469727,12.319999694824219,12.380000114440918,,12.529999732971191,12.25,,,b'N',b'N',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.43912,-23.89333,244.43912,-23.89333
b'2MASS J16174583-2414436',b'M5.25',,,,,,12.390000343322754,12.0600004196167,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.44096,-24.24544,244.44096,-24.24544
b'2MASS J16175902-2428067',b'M3',,,,,,10.229999542236328,10.09000015258789,9.930000305175781,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.49592,-24.46853,244.49592,-24.46853
b'2MASS J16180546-3139064',b'A0V',,7.880000114440918,,7.909999847412109,7.840000152587891,7.840000152587891,7.820000171661377,7.860000133514404,7.78000020980835,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',244.52275,-31.65178,244.52275,-31.65178
b'2MASS J16181107-2911125',b'G8IVe',,8.350000381469727,,8.329999923706055,8.34000015258789,8.319999694824219,8.34000015258789,8.279999732971191,7.789999961853027,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',244.54612,-29.18681,244.54612,-29.18681
b'2MASS J16181201-2413326',b'M5',,,,,,11.380000114440918,11.130000114440918,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.55004,-24.22572,244.55004,-24.22572
b'2MASS J16181568-2347084',b'M5.5',,,,,,10.510000228881836,10.020000457763672,8.3100004196167,6.849999904632568,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',244.56533,-23.78567,244.56533,-23.78567
b'2MASS J16181600-2437266',b'M4',,,,,,10.380000114440918,10.130000114440918,10.079999923706055,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.56667,-24.62406,244.56667,-24.62406
b'2MASS J16181616-2802300',b'A0V',,7.059999942779541,,7.119999885559082,5.829999923706055,7.050000190734863,7.079999923706055,6.849999904632568,5.960000038146973,b'N',b'N',b'Y',b'N',b'N',b'Y',b'WISE',b'2M',b'Simbad',244.56733,-28.04167,244.56733,-28.04167
b'2MASS J16181618-2619080',b'M4.5',,,,,,10.6899995803833,10.449999809265137,9.699999809265137,,b'',b'',b'',b'N',b'Y?',b'',b'WISE',b'2M',b'Simbad',244.56742,-26.31889,244.56742,-26.31889
b'2MASS J16181904-2028479',b'M4.75',,,,,,10.220000267028809,9.75,8.720000267028809,7.039999961853027,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',244.57933,-20.47997,244.57933,-20.47997
b'2MASS J16182082-2401502',b'M5.5',,,,,,13.520000457763672,13.199999809265137,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.58675,-24.03061,244.58675,-24.03061
b'2MASS J16182501-2338106',b'M5',,,,,,12.119999885559082,11.859999656677246,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.60421,-23.63628,244.60421,-23.63628
b'2MASS J16182825-2316274',b'B9V',,6.980000019073486,,7.079999923706055,6.949999809265137,6.96999979019165,6.989999771118164,6.989999771118164,6.849999904632568,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',244.61771,-23.27428,244.61771,-23.27428
b'2MASS J16183317-2517504',b'M5',,,,,7.699999809265137,10.850000381469727,10.4399995803833,9.149999618530273,7.329999923706055,b'',b'',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',244.63821,-25.29733,244.63821,-25.29733
b'2MASS J16183618-2425333',b'M4',,,,,,10.789999961853027,10.579999923706055,10.5600004196167,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.65075,-24.42592,244.65075,-24.42592
b'2MASS J16183914-2135341',"b'F3V,F4V'",,,,,7.389999866485596,7.460000038146973,7.480000019073486,7.460000038146973,7.480000019073486,b'',b'',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',244.66308,-21.59281,244.66308,-21.59281
b'2MASS J16184074-2209482',b'M6',,,,,,12.539999961853027,12.229999542236328,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.66975,-22.16339,244.66975,-22.16339
b'2MASS J16184955-2541499',b'M5.5',,,,,,13.609999656677246,13.380000114440918,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.70646,-25.69719,244.70646,-25.69719
b'2MASS J16185037-2424319',b'M5',,,,,,12.25,11.960000038146973,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.70987,-24.40886,244.70987,-24.40886
b'2MASS J16185430-2346075',b'M5.25',,,,,,13.270000457763672,12.850000381469727,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.72625,-23.76875,244.72625,-23.76875
b'2MASS J16190341-2344085',b'M5',,,,,,12.510000228881836,12.15999984741211,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.76421,-23.73569,244.76421,-23.73569
b'2MASS J16190474-2307526',b'M5.5',,,,,,11.760000228881836,11.470000267028809,10.4399995803833,,b'',b'',b'',b'N',b'Y',b'',b'WISE',b'2M',b'Simbad',244.76975,-23.13128,244.76975,-23.13128
b'2MASS J16191521-2417241',b'M4',,,,,,10.8100004196167,10.5600004196167,10.239999771118164,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.81337,-24.29003,244.81337,-24.29003
b'2MASS J16191646-2347235',b'M6',,,,,8.619999885559082,13.180000305175781,12.609999656677246,,,b'',b'',b'Y',b'Y',b'',b'',b'WISE',b'2M',b'Simbad',244.81858,-23.78986,244.81858,-23.78986
b'2MASS J16192634-2412444',b'M5',,,,,,12.039999961853027,11.729999542236328,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.85975,-24.21233,244.85975,-24.21233
b'2MASS J16192923-2124132',b'F3V',,,,,4.139999866485596,7.760000228881836,7.769999980926514,7.420000076293945,4.309999942779541,b'',b'',b'Y',b'N',b'Y',b'Y',b'WISE',b'2M',b'Simbad',244.87179,-21.40367,244.87179,-21.40367
b'2MASS J16192988-2440469',b'M7',,,,,,12.670000076293945,12.329999923706055,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.8745,-24.67969,244.8745,-24.67969
b'2MASS J16192992-2425540',b'M4',,,,,9.800000190734863,10.029999732971191,9.829999923706055,9.699999809265137,,b'',b'',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.87467,-24.43167,244.87467,-24.43167
b'2MASS J16193396-2228294',b'K0.5',,8.40999984741211,,8.319999694824219,8.229999542236328,8.430000305175781,8.449999809265137,8.359999656677246,8.449999809265137,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.8915,-22.47483,244.8915,-22.47483
b'2MASS J16193785-2652308',b'A5II',,,,,,8.09000015258789,8.0600004196167,8.010000228881836,7.909999847412109,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.90771,-26.87522,244.90771,-26.87522
b'2MASS J16193976-2145349',b'M6',,,,,7.090000152587891,11.619999885559082,10.979999542236328,9.050000190734863,7.300000190734863,b'',b'',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',244.91567,-21.75969,244.91567,-21.75969
b'2MASS J16194210-2504323',b'M6',,,,,,13.529999732971191,12.989999771118164,,,b'',b'',b'',b'Y?',b'',b'',b'WISE',b'2M',b'Simbad',244.92542,-25.07564,244.92542,-25.07564
b'2MASS J16195058-3354453',b'G6V',,8.390000343322754,,8.369999885559082,8.260000228881836,8.3100004196167,8.359999656677246,8.300000190734863,8.430000305175781,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.96075,-33.91258,244.96075,-33.91258
b'2MASS J16195143-2241332',b'M7.5',,,,,,,,,,b'',b'',b'',b'',b'',b'',b'WISE',b'2M',b'Simbad',244.96429,-22.69256,244.96429,-22.69256
b'2MASS J16200397-2002413',b'A0V',7.070000171661377,7.03000020980835,7.03000020980835,6.96999979019165,6.420000076293945,7.039999961853027,7.010000228881836,6.639999866485596,5.760000228881836,b'N',b'N',b'Y',b'N',b'Y',b'',b'WISE',b'2M',b'Simbad',245.01654,-20.04481,245.01654,-20.04481
b'2MASS J16200549-2003228',b'B9II/III',6.730000019073486,6.71999979019165,6.730000019073486,6.78000020980835,5.389999866485596,6.690000057220459,6.699999809265137,6.630000114440918,5.260000228881836,b'N',b'N',b'Y',b'N',b'N',b'Y',b'WISE',b'2M',b'Simbad',245.02287,-20.05633,245.02287,-20.05633
b'2MASS J16200757-2359150',b'M6',11.609999656677246,11.5,11.350000381469727,11.479999542236328,,11.789999961853027,11.470000267028809,,,b'N',b'N',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',245.03154,-23.9875,245.03154,-23.9875
b'2MASS J16201318-2425014',b'M4',12.520000457763672,12.4399995803833,12.470000267028809,12.699999809265137,,12.670000076293945,12.449999809265137,,,b'N',b'N',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',245.05492,-24.41706,245.05492,-24.41706
b'2MASS J16202128-2120289',b'M6',11.9399995803833,11.850000381469727,11.739999771118164,11.850000381469727,,12.119999885559082,11.880000114440918,,,b'N',b'N',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',245.08867,-21.34136,245.08867,-21.34136
b'2MASS J16202523-2316033',b'M5.5',,,,,,12.920000076293945,12.670000076293945,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',245.10512,-23.26758,245.10512,-23.26758
